-42.19714117805431	-60.266218521291805	-61.81595738583127	-55.20340456709704	-43.72467179013353	-29.035399558569793	-12.046362606527168	6.63863286120781	26.63144599902492	47.62609557199718	69.50603581936554	92.07309222845038	115.25669464220664	138.91553764677224	162.9488291004701	
-41.483800556974025	-59.9480222885933	-62.409665133053196	-57.171855305628014	-47.45495755929542	-34.86011605207426	-20.263037655015296	-4.22916486301753	12.900768434755207	30.876416144283127	49.50783686147395	68.6878863264991	88.30451834815534	108.288038729759	128.60894087124262	
-40.55708940877092	-59.80867061071095	-63.8004520083101	-60.64106159701302	-53.43349904068623	-43.67593759090323	-32.199062966585785	-19.502805359192962	-5.89841185546706	8.409263832236178	23.251242983511133	38.51257423457582	54.13008329788664	70.00712569191981	86.19024610280243	
-38.52680176394428	-58.177476378147084	-63.35326930187375	-61.913637329873154	-56.815372708378774	-49.45382638634109	-40.594445431698276	-30.680100387053187	-19.965688576342842	-8.677795632037771	2.998936698099726	15.077225355160806	27.432593304118512	40.028708981782586	52.81158058344431	
-36.074385211435974	-56.044952714185925	-62.30354106051053	-62.4464326098025	-59.24948173143881	-54.0405819157324	-47.49512698473099	-40.028142807896614	-31.892901699823028	-23.27064337999323	-14.249692637463028	-4.928719958819556	4.616371240187647	14.378853455262885	24.283520271396355	
-33.05870842915909	-53.095532488242284	-60.143351477005936	-61.491040329715425	-59.81369465453887	-56.299839513365335	-51.61407033714407	-46.10020947714956	-39.98483826500134	-33.4445672333417	-26.543934532798403	-19.422893568361715	-12.047437046966223	-4.537352499025815	3.0931972813384334	
-29.522597605050237	-49.35367753803532	-56.86753202386413	-59.074608038271066	-58.49448617403469	-56.251908074458655	-52.91273567147406	-48.86669816177506	-44.268020809094	-39.283157264559506	-34.02374296366085	-28.526251023324747	-22.840441714837098	-16.99666777114632	-11.022043177741708	
-25.725783264100954	-45.22631683791957	-53.029260923038834	-55.87782636479079	-56.13670477669719	-54.86554248862324	-52.61327896052066	-49.69338013951488	-46.3062115127519	-42.552841488057574	-38.541318554958835	-34.323041720168476	-29.95726814568549	-25.4267590376094	-20.80571605132954	
-22.0601130161712	-41.29972924184273	-49.41195238892173	-52.868452834831324	-53.92967709358692	-53.56394719303351	-52.30037781067265	-50.42370731589661	-48.120643382522246	-45.506979080651696	-42.62190502110342	-39.57743699631096	-36.388049572769965	-33.0697769766112	-29.65529250084228	
-18.45576389751981	-37.45118857776311	-45.82967939608709	-49.85760600262918	-51.60769886179025	-52.057237999063744	-51.67155222145381	-50.71865598744728	-49.349487207085105	-47.71572263665716	-45.85681923871687	-43.83686086691029	-41.66771474833507	-39.36008327721267	-37.02733459250766	
-14.745101012025565	-33.4107880243687	-41.9490201985717	-46.34187763068418	-48.637780882629954	-49.68524317242076	-49.968324122591895	-49.75585388370541	-49.153909611056164	-48.27629600763479	-47.20382158651386	-45.95394181888959	-44.61185436473127	-43.13530254857213	-41.60417245775621	
-11.146443606156364	-29.521112611867693	-38.21175642762008	-42.96324360104331	-45.7478151007893	-47.402141099882215	-48.272343029214056	-48.74213116713362	-48.82229088711529	-48.603782788630696	-48.27632543650726	-47.799468257024465	-47.18670748748275	-46.40998578887252	-45.64974184961014	
-7.336273773331872	-25.260972744198188	-33.90829392266243	-38.82458190586858	-41.87033405838848	-43.83806725791869	-45.11643315756936	-45.95287862118273	-46.46084933647004	-46.72672503956167	-46.82567359349156	-46.79645108242836	-46.63313858579779	-46.43437443828104	-46.13476422707522	
-3.423198047905376	-20.803774200842348	-29.29994679134225	-34.248904160036716	-37.41913551910904	-39.56954968048208	-41.081123849303694	-42.17602916431451	-42.93574860362202	-43.492929064666455	-43.912910895845464	-44.165305873081216	-44.355978940867644	-44.432921086952746	-44.468494645556646	
0.4576168147829848	-16.373136155775363	-24.66336907823591	-29.57150224472532	-32.79250335128481	-35.041127694394774	-36.687506996142645	-37.93492175577196	-38.89373671992553	-39.65235823064241	-40.26095797116331	-40.73553835752099	-41.12830723699422	-41.4348051886356	-41.69125924477367	
